#{"t_start": 1733273477.165031, "env_id": "None"}
r,l,t
-0.00618,26,529.139925
-0.006361,26,529.166425
-0.00752,29,529.195576
-0.002071,6,529.20108
-0.00228,8,529.210547
-0.003234,8,529.218563
-0.006128,26,529.249926
-0.002265,8,529.258467
-0.007346,29,529.289008
-0.003293,22,529.311409
-0.006399,26,529.338728
-0.006318,26,529.367771
-0.00631,26,529.39564
-0.001946,6,529.401176
-0.006216,26,529.430059
-0.006204,26,529.457757
-0.006489,26,529.484574
-0.006201,26,529.51128
-0.006366,26,529.536975
-0.002006,6,531.301273
-0.006307,26,531.326234
-0.041444,105,531.428821
-0.003496,22,531.452003
-0.006418,26,531.477407
-0.002343,8,531.48543
-0.002309,8,531.493995
-0.006202,26,531.519252
-0.006269,26,531.54317
-0.006411,26,531.569456
-0.006423,26,531.601154
-0.038935,105,531.703956
-0.006127,26,531.731617
-0.003335,22,531.75111
-0.002006,6,531.757385
-0.002369,11,531.767885
-0.00201,6,531.773411
-0.001912,6,531.778965
-0.006442,26,531.803781
-0.006555,28,531.832771
-0.006,26,531.861418
-0.006538,26,531.8859
-0.002006,6,531.891426
-0.002298,8,531.899885
-0.006194,26,531.925406
-0.007403,29,531.955315
-0.00228,8,531.962825
-0.03825,105,532.067923
-0.002104,6,532.074031
-0.006547,28,532.102025
-0.001957,9,532.110037
-0.002416,8,532.117976
-0.002298,8,532.125514
-0.001912,6,532.132872
-0.006352,26,532.161759
-0.001977,6,532.167759
-0.003065,8,532.175065
-0.006489,28,532.203004
-0.001946,6,532.213557
-0.001912,6,532.219589
-0.037385,105,532.325269
-0.006461,26,532.3548
-0.003244,22,532.375348
-0.00647,28,532.402984
-0.00655,28,532.428744
-0.006353,26,532.453271
-0.00228,8,532.460882
-0.001912,6,532.466433
-0.003564,8,532.473987
-0.006323,26,532.498286
-0.003218,8,532.50535
-0.006203,26,532.528558
-0.006269,26,532.553536
-0.001912,9,532.561135
-0.006436,26,532.58536
-0.002343,8,532.593442
-0.006128,26,532.619237
-0.001977,6,532.625292
-0.006562,28,532.652764
-0.006478,28,532.677666
-0.001912,6,532.68277
-0.006166,26,532.710183
-0.001946,6,532.716739
-0.002386,8,532.725999
-0.00201,6,532.732112
-0.003633,18,532.748329
-0.001946,6,532.754434
-0.002323,8,532.761525
-0.006309,26,532.785979
-0.006548,28,532.814442
-0.006553,28,532.846228
-0.006495,26,532.870997
-0.006206,26,532.894864
-0.006251,26,532.919111
-0.007428,29,532.95029
-0.002842,18,532.973423
-0.002006,6,532.98199
-0.038044,105,533.094557
-0.006551,26,533.116581
-0.002416,8,533.125193
-0.006332,26,533.151076
-0.006184,26,533.175229
-0.006384,26,533.198938
-0.006458,26,533.222676
-0.00629,26,533.247559
-0.006273,26,533.272385
-0.006411,26,533.296721
-0.006349,26,533.321013
-0.050315,112,535.149876
-0.001946,6,535.156612
-0.001912,6,535.162911
-0.006259,26,535.189352
-0.006466,26,535.21781
-0.003431,22,535.240552
-0.006235,26,535.266948
-0.003574,18,535.283646
-0.054636,112,535.40315
-0.001977,6,535.40867
-0.006686,28,535.43654
-0.00307,8,535.443337
-0.006223,26,535.470686
-0.002104,6,535.477198
-0.001977,6,535.48327
-0.00246,8,535.491317
-0.001977,6,535.497342
-0.007184,29,535.525385
-0.007753,29,535.553581
-0.002039,6,535.559738
-0.001912,9,535.568221
-0.002167,17,535.584259
-0.003093,19,535.601801
-0.006384,26,535.634625
-0.001912,6,535.643633
-0.002479,8,535.651215
-0.006625,28,535.67907
-0.003322,19,535.698689
-0.006243,26,535.724108
-0.006604,28,535.750865
-0.002653,18,535.766301
-0.001977,6,535.771838
-0.006403,26,535.796722
-0.006369,26,535.821856
-0.001912,6,535.827367
-0.006323,26,535.854224
-0.006269,26,535.879862
-0.00643,26,535.905029
-0.038021,105,536.007499
-0.006295,26,536.033669
-0.001912,6,536.03968
-0.003531,22,536.061762
-0.006393,26,536.088206
-0.006309,26,536.112859
-0.003337,22,536.135471
-0.001946,6,536.143303
-0.006604,28,536.175195
-0.037723,105,536.27646
-0.001912,6,536.282455
-0.053585,112,536.392482
-0.006284,26,536.416928
-0.003497,18,536.434651
-0.006189,26,536.46099
-0.006402,26,536.486871
-0.006446,26,536.511179
-0.006772,28,536.539328
-0.038035,105,536.646496
-0.001912,6,536.652898
-0.003138,19,536.673487
-0.003179,8,536.68149
-0.006572,26,536.708261
-0.002308,11,536.719278
-0.003583,18,536.736818
-0.003237,22,536.756971
-0.006466,26,536.780702
-0.002479,8,536.788338
-0.040597,105,536.891789
-0.001946,6,536.896471
-0.006547,28,536.923378
-0.001977,6,536.928532
-0.006297,26,536.954316
-0.003276,22,536.975359
-0.006802,28,537.003161
-0.007405,29,537.031408
-0.003387,22,537.052269
-0.003389,22,537.072953
-0.006531,28,538.799711
-0.038435,105,538.90081
-0.006419,26,538.925246
-0.003174,8,538.932475
-0.002006,6,538.93849
-0.006514,28,538.964302
-0.002104,6,538.970834
-0.006369,26,538.996573
-0.006386,26,539.022105
-0.006266,26,539.048054
-0.002478,8,539.056348
-0.040117,105,539.166137
-0.001912,6,539.17267
-0.007584,29,539.200893
-0.00307,8,539.209437
-0.006051,26,539.235335
-0.003104,8,539.243313
-0.039823,105,539.354517
-0.001946,6,539.361241
-0.00625,26,539.387527
-0.006698,28,539.416509
-0.006606,28,539.443608
-0.003564,8,539.451126
-0.002323,8,539.460661
-0.006588,28,539.489711
-0.006526,26,539.515279
-0.037146,105,539.620967
-0.00623,26,539.647778
-0.006612,26,539.67436
-0.006504,28,539.705332
-0.002104,6,539.71184
-0.006412,26,539.737967
-0.006451,26,539.764231
-0.002006,6,539.770723
-0.007294,29,539.799917
-0.002266,8,539.807476
-0.007447,29,539.838084
-0.00228,8,539.849743
-0.007281,28,539.877412
-0.00201,6,539.882496
-0.006557,28,539.909537
-0.002402,8,539.918015
-0.003564,8,539.925213
-0.006164,26,539.949491
-0.006597,26,539.976186
-0.006471,26,540.00105
-0.003472,22,540.021863
-0.006136,26,540.048478
-0.001912,6,540.055177
-0.003418,22,540.077011
-0.038556,105,540.223815
-0.003393,22,540.245941
-0.002006,6,540.25111
-0.00618,26,540.275781
-0.002761,18,540.2937
-0.002006,6,540.30076
-0.003174,8,540.309005
-0.002634,18,540.327327
-0.006646,26,540.353202
-0.003131,19,540.373036
-0.00201,6,540.378562
-0.00335,22,540.408433
-0.007473,29,540.440155
-0.00662,28,540.468077
-0.006548,28,540.497689
-0.0063,26,540.523657
-0.002039,6,540.530782
-0.007367,29,540.560108
-0.006164,26,540.588227
-0.002265,8,540.5977
-0.006475,26,540.626112
-0.002039,6,540.633639
-0.006362,26,540.659218
-0.006344,26,540.690393
-0.007264,29,540.73135
-0.006579,26,540.763106
-0.001912,6,540.768856
-0.001912,6,540.775347
-0.001977,6,540.779861
-0.006719,28,540.810372
-0.007239,29,540.843026
-0.037423,105,542.64439
-0.001946,6,542.650921
-0.00631,26,542.676465
-0.002039,6,542.681548
-0.002006,6,542.687579
-0.038136,105,542.793233
-0.038658,105,542.893197
-0.006268,26,542.918839
-0.001977,6,542.92382
-0.006423,28,542.949514
-0.002059,9,542.959183
-0.003104,8,542.967183
-0.002104,6,542.973282
-0.00201,6,542.978832
-0.003437,8,542.986242
-0.006165,26,543.013873
-0.001912,6,543.019434
-0.006391,26,543.045679
-0.00737,29,543.075295
-0.039619,105,543.211288
-0.006416,26,543.245013
-0.006417,26,543.273999
-0.002341,8,543.281713
-0.006537,28,543.307817
-0.001912,6,543.312817
-0.001912,6,543.318398
-0.006562,28,543.344567
-0.006269,26,543.367877
-0.001946,6,543.373415
-0.00647,26,543.397263
-0.006575,28,543.42373
-0.00239,8,543.432383
-0.006254,26,543.459964
-0.001912,6,543.465964
-0.003343,8,543.474059
-0.002284,8,543.480164
-0.00642,28,543.507325
-0.006182,26,543.533644
-0.006536,26,543.560438
-0.001946,9,543.567974
-0.003489,18,543.584503
-0.007016,28,543.60994
-0.002006,6,543.616465
-0.006462,26,543.641555
-0.006393,26,543.666449
-0.006285,26,543.691728
-0.00623,26,543.723907
-0.006317,26,543.754182
-0.001977,6,543.759817
-0.006242,26,543.784249
-0.007285,29,543.811801
-0.006222,26,543.836577
-0.006516,28,543.862177
-0.006334,26,543.886404
-0.006277,26,543.910869
-0.002523,8,543.917901
-0.00242,8,543.925841
-0.003343,8,543.933965
-0.002104,6,543.93949
-0.006472,26,543.96416
-0.006303,26,543.989491
-0.002279,8,543.99662
-0.006411,26,544.021082
-0.002383,8,544.029173
-0.003324,22,544.049024
-0.006197,26,544.077801
-0.002214,11,544.087794
